Browse Row Data
"Completed
JUN 29 2024
Palm Springs Summer Indoor RR Series
Cathedral City
California
United States"
"Registration Closed
JUN 29 2024 - AUG 17 2024
The Hamptons Mixed Doubles Madness
94 players
Hampton Bays
New York
United States"
"USD $40.00
JUN 29 2024 - JUL 27 2024
Life Time Dublin Advanced Tournament Series
53 players
Dublin
Ohio
United States"
"Registration Closed
JUL 9 2024 - JUL 19 2024
Dink Minor Leagues – Beat the Heat @ The Pickleball Club Lakewood Ranch ~ Sarasota, Florida
Sarasota
Florida
United States"
"Registration Closed
JUL 9 2024 - JUL 14 2024
2024 Grand Rapids BEER CITY OPEN Pickleball Championships
993 players
Grand Rapids
Michigan
United States"
"Registration Closed
JUL 11 2024 - JUL 14 2024
2024 Pickleball Alberta Provincials
525 players
Red Deer
Alberta
Canada"
"Registration Closed
JUL 11 2024 - JUL 14 2024
2024 Coeur d'Alene Classic Presented by Selkirk UPASC
479 players
Coeur d'Alene
Idaho
United States"
"Registration Closed
JUL 11 2024 - JUL 14 2024
Scheels/Capital City Classic Pickleball Tournament
268 players
Springfield
Illinois
United States"
"Registration Closed
JUL 11 2024 - JUL 14 2024
Lake Stevens Classic 2024
369 players
Lake Stevens
Washington
United States"
"Registration Closed
JUL 11 2024 - JUL 14 2024
LPBC Summer Masters Slam Championship
169 players
Sterling
Virginia
United States"
"Registration Closed
JUL 11 2024 - JUL 15 2024
Alaska State Championship - a United Pickleball Assoc. & USSP Sanctioned *ALL AGES* Charity Event
106 players
Anchorage
Alaska
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
iPickle presents PICKLETOPIA
South El Monte
California
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
YAC Attack by PIG
99 players
Yakima
Washington
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
SHAKE & BAKE
252 players
Burnaby
British Columbia
Canada"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Pan American Pickleball Championship
317 players
Tulsa
Oklahoma
United States"
"Cancelled
JUL 12 2024 - JUL 14 2024
The Minnesota Open
6 players
Coon Rapids
Minnesota
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
New Jersey State Open (National Qualifier)
673 players
Randolph
New Jersey
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Serving for Safety Pickleball Tournament sponsored by Ohio Valley Bank $15,000 Cash Purse
189 players
Nitro
West Virginia
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Rock Chuck Open 2024
197 players
Redmond
Oregon
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Amateurs Calabasas Open & The Senior Pro Tour Open
69 players
Calabasas
California
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
2024 USSP Indoor National Championship presented by Humana, powered by Southern Pickleball
449 players
Macon - Rhythm & Rally
Georgia
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
2024 Mason City Pickleball Classic
260 players
Mason City
Iowa
United States"
"Registration Closed
JUL 12 2024 - JUL 13 2024
2024 Apple Capital Paddle Battle (Ellijay, GA)
148 players
Ellijay
Georgia
United States"
"Registration Closed
JUL 12 2024 - JUL 13 2024
Dinking For Dorcas
110 players
Cary
North Carolina
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
2024 WYOMING STATE CHAMPIONSHIP - UPSC BY PIG
65 players
Casper
Wyoming
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Salt City Open 2024 - United Pickleball State Championship Series by PPA Tour - NY Championship
363 players
Liverpool
New York
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Virginia Commonwealth Games
166 players
Lynchburg
Virginia
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Lucky Triples Championship Elite Pickleball Club
350 players
Houston
Texas
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Houston Lake Conroe Senior Summer Slam presented by Ciro's Italian Grill
107 players
Montgomery
Texas
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
MONTRÉAL OPEN - JOOLA EPA TOUR
373 players
Montréal
Quebec
Canada"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Isle Play Pickleball 2024 - Summer July 12th - 14th
166 players
Isle
Minnesota
United States"
"Registration Closed
JUL 12 2024 - JUL 13 2024
Southern Slam
53 players
Gore
Southland
New Zealand"
"USD $35.00
JUL 12 2024 - DEC 27 2024
Scarborough's Christmas Holiday Tournament
No players
Columbus
Ohio
United States"
"Registration Closed
JUL 12 2024 - JUL 14 2024
Life Time 281 Summer Slam
131 players
San Antonio
Texas
United States"
"Registration Closed
JUL 12 2024 - JUL 21 2024
Life Time Garden City vs Syosset Pickleball Showdown
6 players"
"Registration Closed
JUL 13 2024 - JUL 14 2024
OC Pickleball Summer Slam
Fountain Valley
California
United States"
"Registration Closed
JUL 13 2024
On Court Adventures 1 Day Women's Doubles Tournament at Gene Autry
24 players
Mesa
Arizona
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Firecracker Finale 2024
138 players
Littleton
Colorado
United States"
"Registration Closed
JUL 13 2024
2024 Serving with Dignity (benefitting the Tacoma Rescue Mission) - managed by PIG
90 players
Tacoma
Washington
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Hule Pickleball Summer Classic
284 players
Palmas del Mar, Humacao
Puerto Rico
Puerto Rico"
"Registration Closed
JUL 13 2024
True Clean Classic @Paddle Taps
156 players
Worthington
Ohio
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
2024 Big Brothers Big Sisters of New Hampshire Tournament
380 players
Exeter
New Hampshire
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
The Greenwood Freedom Cup
165 players
Greenwood
Indiana
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Chanhassen Summer Bash
66 players
Chanhassen
Minnesota
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
HUSTL Pickleball GESAC CLASSIC 2024
212 players
East Bentleigh
Victoria
Australia"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Bay Club Summer Slam Pickleball Tournament
No players
Burlingame
California
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Independence Smash Pickleball Tournament
134 players
Raynham
Massachusetts
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Two Rivers Pickleball Summer Classic
114 players
Bigfork
Montana
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Freedom Frenzy! Powered by Selkirk Pro S1
257 players
Glendale
Arizona
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
10th Annual Nanaimo Pickleball Club Indoor Pickleball Tournament
186 players
Nanaimo
British Columbia
Canada"
"Registration Closed
JUL 13 2024 - JUL 14 2024
The Barton Commercial Property BIG CHILL - Canberra
283 players
Lyneham
Australian Capital Territory
Australia"
"Registration Closed
JUL 13 2024
Capital City Summer Slam
94 players
Frankfort
Kentucky
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Lifetime Activities' Summer Smash! Pickleball Tournament
168 players
Sunnyvale
California
United States"
"Registration Closed
JUL 13 2024
USAPB East Coast Championships
7 players
Atlanta
Georgia
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Red, White & Blue Rumble
15 players
St Louis Park
Minnesota
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Moneyball Tournament
211 players
Richmond
California
United States"
"Registration Closed
JUL 13 2024
CLE Pickleball - NTPL Ohio West Qualifier
No players
Lakewood
Ohio
United States"
"Registration Closed
JUL 13 2024
Net Wars Event
No players
Hammond
Louisiana
United States"
"Registration Closed
JUL 13 2024 - JUL 14 2024
Asheville is Awesome Pickleball Tournament 2024 presented by HEAD Pickleball
178 players
Asheville
North Carolina
United States"
"Registration Closed
JUL 13 2024 - JUL 20 2024
Summer Send Off II
105 players
Westwood
Massachusetts
United States"
"Registration Closed
JUL 13 2024
LZACC Pickleball Tournament
Lake Zurich
Illinois
United States"
"Registration Closed
JUL 13 2024
Fridley Summer Tournament Series-3.5-4 and 4+ Co-ed Singles
No players
Fridley
Minnesota
United States"
"Registration Full
JUL 13 2024
OAP High Roller Indoor Moneyball
30 players
Orlando
Florida
United States"
"Registration Closed
JUL 14 2024
CTPA Men's Doubles & Women's Doubles Mini-Tournament
115 players
Cranberry Township
Pennsylvania
United States"
"Registration Closed
JUL 14 2024
4th of July Pickleball Palooza: Fighting for a Cure
50 players
Gainesville
Florida
United States"
"Registration Closed
JUL 14 2024
Summer Camp Smash - Junior Pickleball Tournament
10 players
Seminole
Florida
United States"
"Registration Closed
JUL 14 2024
Fridley Summer Series-2-3 and 3-3.5 DUPR Coed Doubles
No players
Fridley
Minnesota
United States"
"Cost Per Event
JUL 16 2024
James Ignatowich Clinic in NYC
32 players
New York
New York
United States"
"USD $60.00
JUL 18 2024 - JUL 21 2024
2024 Rocky Mountain State Games by PIG
156 players
Colorado Springs
Colorado
United States"
"USD $50.00
JUL 18 2024 - JUL 20 2024
Utah Black Diamonds Summer Lovin' Pickleball Tournament
No players
Sandy
Utah
United States"
"USD $40.00
JUL 18 2024 - JUL 20 2024
Thousand Islands Senior Challenge
54 players
Wellesley Island
New York
United States"
"Registration Closed
JUL 18 2024
Youth Summer Slam 2024
19 players
Surrey
British Columbia
Canada"
"Registration Closed
JUL 18 2024 - JUL 21 2024
2024 New Brunswick Provincial Tournament / Tournoi provincial du Nouveau-Brunswick 2024
267 players
Fredericton
New Brunswick
Canada"
"USD $25.00
JUL 18 2024 - JUL 20 2024
OF LOVE 2024
247 players
Kaysville
Utah
United States"
"USD $55.00
JUL 18 2024 - JUL 21 2024
Life Time Tempe-Summer Smash Tournament
5 players
Tempe
Arizona
United States"
"Registration Closed
JUL 19 2024 - JUL 21 2024
Branson Championship Experience 2024
264 players
Branson
Missouri
United States"
